Column,centro_nro_registro,centro_tipo,alergologia,same_as_alergologia,cardiologia,same_as_cardiologia,cirugia_mayor_ambulatoria,cirugia_menor_ambulatoria,dermatologia,same_as_dermatologia,endocrinologia,same_as_endocrinologia,enfermeria,same_as_enfermeria,farmacia,same_as_farmacia,fisioterapia,same_as_fisioterapia,medicina_general,same_as_medicina_general,neumologia,same_as_neumologia,neurologia,same_as_neurologia,nutricion_y_dietetica,same_as_nutricion_y_dietetica,oncologia,same_as_oncologia,otorrinolaringologia,same_as_otorrinolaringologia,pediatria,same_as_pediatria,psicologia_clinica,same_as_psicologia_clinica,psiquiatria,same_as_psiquiatria,rehabilitacion,same_as_rehabilitacion,urgencias,same_as_urgencias,vacunacion,same_as_vacunacion,direccion_completa,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_codigo_postal,municipio_nombre,same_as_municipio,localizacion_coordenada_x,localizacion_coordenada_y
7188,SS00996,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Avda de los Pinos 14 28914 Leganés,Avda,de los Pinos,14,28914,Leganés,https://www.wikidata.org/wiki/Q77433,434238,4463834
7189,SS00997,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Peñalara 2 28224 Pozuelo de Alarcón,Calle,de Peñalara,2,28224,Pozuelo de Alarcón,https://www.wikidata.org/wiki/Q639422,431928,4478802
7192,SS01002,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Cartagena 120 28002 Madrid,Calle,de Cartagena,120,28002,Madrid,https://www.wikidata.org/wiki/Q2807,442817,4476909
7193,SS01003,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle del Teniente Ortiz de Zarate 56 28370 Chinchón,Calle,del Teniente Ortiz de Zarate,56,28370,Chinchón,https://www.wikidata.org/wiki/Q915395,464508,4443575
7194,SS01004,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de María Curie 19 28342 Valdemoro,Calle,de María Curie,19,28342,Valdemoro,https://www.wikidata.org/wiki/Q840373,441343,4449877
7195,SS01006,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Arganda 9 28005 Madrid,Calle,de Arganda,9,28005,Madrid,https://www.wikidata.org/wiki/Q2807,440048,4472533
7196,SS01007,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de San Bernardo 101 28015 Madrid,Calle,de San Bernardo,101,28015,Madrid,https://www.wikidata.org/wiki/Q2807,440154,4475831
7197,SS01010,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Isabel la Católica 1 28770 Colmenar Viejo,Calle,de Isabel la Católica,1,28770,Colmenar Viejo,https://www.wikidata.org/wiki/Q55480,435251,4501074
7198,SS01011,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Avda Olímpica 36 28935 Móstoles,Avda,Olímpica,36,28935,Móstoles,https://www.wikidata.org/wiki/Q187826,424997,4464667
7199,SS01013,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle de Caleruega 67 28033 Madrid,Calle,de Caleruega,67,28033,Madrid,https://www.wikidata.org/wiki/Q2807,443160,4481535
7200,SS01014,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Juan Ignacio Luca de Tena 25 28027 Madrid,Calle,de Juan Ignacio Luca de Tena,25,28027,Madrid,https://www.wikidata.org/wiki/Q2807,446754,4477725
7201,SS01017,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Alcalá 47 28014 Madrid,Calle,de Alcalá,47,28014,Madrid,https://www.wikidata.org/wiki/Q2807,440962,4474520
7202,SS01019,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,"Calle Comunidad de Andalucía 33 28231 Rozas de Madrid, Las",Calle,Comunidad de Andalucía,33,28231,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,424550,4482418
7204,SS01022,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Ferraz 92 28008 Madrid,Calle,de Ferraz,92,28008,Madrid,https://www.wikidata.org/wiki/Q2807,438809,4475798
7205,SS01023,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Calle del Caño 10 28260 Galapagar,Calle,del Caño,10,28260,Galapagar,https://www.wikidata.org/wiki/Q1615953,414970,4492354
7206,SS01028,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Entre Prados 1 28723 Pedrezuela,Calle,de Entre Prados,1,28723,Pedrezuela,https://www.wikidata.org/wiki/Q1647820,449322,4510761
7207,SS0103,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle San Isidro 23 28220 Majadahonda,Calle,San Isidro,23,28220,Majadahonda,https://www.wikidata.org/wiki/Q427505,426348,4480672
7208,SS01030,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle del Canal de Isabel II 38 28189 Torremocha de Jarama,Calle,del Canal de Isabel II,38,28189,Torremocha de Jarama,https://www.wikidata.org/wiki/Q1765576,457778,4521056
7212,SS01042,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de los Mártires 11 28660 Boadilla del Monte,Calle,de los Mártires,11,28660,Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,425635,4473335
7213,SS01044,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Joaquín Turina 39 28044 Madrid,Calle,de Joaquín Turina,39,28044,Madrid,https://www.wikidata.org/wiki/Q2807,435861,4469276
7215,SS01048,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Fernando el Católico 12 28015 Madrid,Calle,de Fernando el Católico,12,28015,Madrid,https://www.wikidata.org/wiki/Q2807,439977,4476173
7216,SS01049,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Paseo de las Acacias 3 28005 Madrid,Paseo,de las Acacias,3,28005,Madrid,https://www.wikidata.org/wiki/Q2807,440295,4472896
7217,SS01051,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Avda de Monasterio de Silos 11 28049 Madrid,Avda,de Monasterio de Silos,11,28049,Madrid,https://www.wikidata.org/wiki/Q2807,439793,4483981
7218,SS01054,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Cromo 5 28045 Madrid,Calle,del Cromo,5,28045,Madrid,https://www.wikidata.org/wiki/Q2807,441585,4471289
7219,SS01055,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,"Calle Clara Campoamor 2 28232 Rozas de Madrid, Las",Calle,Clara Campoamor,2,28232,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,425402,4483962
7220,SS01057,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de los Mártires 17 28660 Boadilla del Monte,Calle,de los Mártires,17,28660,Boadilla del Monte,https://www.wikidata.org/wiki/Q1641013,425582,4473401
7223,SS01068,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,"Calle de la Comunidad de La Rioja 2 28231 Rozas de Madrid, Las",Calle,de la Comunidad de La Rioja,2,28231,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,425292,4482676
7224,SS01069,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,rehabilitation,https://www.wikidata.org/wiki/Q2795791,,,,,Calle de Romero Girón 9 28036 Madrid,Calle,de Romero Girón,9,28036,Madrid,https://www.wikidata.org/wiki/Q2807,442102,4478652
7226,SS01071,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de la Iglesia (Paracuellos) 3 28860 Paracuellos de Jarama,Calle,de la Iglesia (Paracuellos),3,28860,Paracuellos de Jarama,https://www.wikidata.org/wiki/Q2046249,455065,4483989
7228,SS01074,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Monasterio de Oseira 5 28049 Madrid,Calle,de Monasterio de Oseira,5,28049,Madrid,https://www.wikidata.org/wiki/Q2807,440871,4484475
7229,SS01075,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Luis de Hoyos Sáinz 196 28030 Madrid,Calle,de Luis de Hoyos Sáinz,196,28030,Madrid,https://www.wikidata.org/wiki/Q2807,446578,4472378
7231,SS01077,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Santa Isabel 52 28012 Madrid,Calle,de Santa Isabel,52,28012,Madrid,https://www.wikidata.org/wiki/Q2807,441111,4473334
7232,SS01080,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Plaza de la Iglesia 1 28909 Getafe,Plaza,de la Iglesia,1,28909,Getafe,https://www.wikidata.org/wiki/Q8802,444260,4463944
7233,SS01081,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Dionisio Inca Yupanqui 41 28043 Madrid,Calle,de Dionisio Inca Yupanqui,41,28043,Madrid,https://www.wikidata.org/wiki/Q2807,446623,4479249
7234,SS01082,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Manuel Lamela 13 28025 Madrid,Calle,de Manuel Lamela,13,28025,Madrid,https://www.wikidata.org/wiki/Q2807,437770,4470858
7235,SS01084,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,"Cmno Real 1 28232 Rozas de Madrid, Las",Cmno,Real,1,28232,Las Rozas de Madrid,https://www.wikidata.org/wiki/Q592747,420211,4487484
7236,SS01085,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Ctra Húmera 69 28224 Pozuelo de Alarcón,Ctra,Húmera,69,28224,Pozuelo de Alarcón,https://www.wikidata.org/wiki/Q639422,432180,4476602
7237,SS01087,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Guindal 4 28270 Colmenarejo,Calle,Guindal,4,28270,Colmenarejo,https://www.wikidata.org/wiki/Q1646220,414003,4490714
7238,SS01088,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Mar Egeo 51 28221 Majadahonda,Calle,Mar Egeo,51,28221,Majadahonda,https://www.wikidata.org/wiki/Q427505,426852,4479588
7239,SS01089,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Peñascales 14 28028 Madrid,Calle,de Peñascales,14,28028,Madrid,https://www.wikidata.org/wiki/Q2807,443516,4475019
7240,SS0109,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,vaccination,https://www.wikidata.org/wiki/Q192995,Avda de los Hermanos García Noblejas 19 28037 Madrid,Avda,de los Hermanos García Noblejas,19,28037,Madrid,https://www.wikidata.org/wiki/Q2807,446100,4476228
7241,SS01090,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,endocrinology,https://www.wikidata.org/wiki/Q162606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle del General Díaz Porlier 71 28006 Madrid,Calle,del General Díaz Porlier,71,28006,Madrid,https://www.wikidata.org/wiki/Q2807,442595,4475888
7243,SS01092,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Carmen Descalzo 14 28801 Alcalá de Henares,Calle,Carmen Descalzo,14,28801,Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,469276,4481064
7244,SS01093,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Cmno de Sintra 4 28042 Madrid,Cmno,de Sintra,4,28042,Madrid,https://www.wikidata.org/wiki/Q2807,448137,4480399
7245,SS01094,Servicio sanitario integrado en una organización no sanitaria,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avda Europa 26 28224 Pozuelo de Alarcón,Avda,Europa,26,28224,Pozuelo de Alarcón,https://www.wikidata.org/wiki/Q639422,433436,4477058
7246,SS01095,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de los Pirineos 37 28040 Madrid,Calle,de los Pirineos,37,28040,Madrid,https://www.wikidata.org/wiki/Q2807,439164,4478511
7247,SS01097,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Padre Damián 23 28036 Madrid,Calle,del Padre Damián,23,28036,Madrid,https://www.wikidata.org/wiki/Q2807,441836,4478766
7249,SS0110,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de la Hacienda de Pavones 261 28030 Madrid,Calle,de la Hacienda de Pavones,261,28030,Madrid,https://www.wikidata.org/wiki/Q2807,446485,4472328
7250,SS01100,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Plaza Alcalde Juan Vergara 1 28904 Getafe,Plaza,Alcalde Juan Vergara,1,28904,Getafe,https://www.wikidata.org/wiki/Q8802,437418,4462496
7251,SS01102,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Carlos Domingo 19 28047 Madrid,Calle,de Carlos Domingo,19,28047,Madrid,https://www.wikidata.org/wiki/Q2807,436729,4471476
7252,SS01103,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Belisana 22 28043 Madrid,Calle,de Belisana,22,28043,Madrid,https://www.wikidata.org/wiki/Q2807,444619,4478818
7253,SS01106,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Paseo la Alameda 7 28440 Guadarrama,Paseo,la Alameda,7,28440,Guadarrama,https://www.wikidata.org/wiki/Q517450,407600,4503225
7254,SS01108,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Ronda de Europa 1 28760 Tres Cantos,Ronda,de Europa,1,28760,Tres Cantos,https://www.wikidata.org/wiki/Q910410,439253,4494121
7257,SS01114,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Avda de la Gran Vía de Hortaleza 27 28043 Madrid,Avda,de la Gran Vía de Hortaleza,27,28043,Madrid,https://www.wikidata.org/wiki/Q2807,444857,4479863
7258,SS01115,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Avda Ajalvir 1 28806 Alcalá de Henares,Avda,Ajalvir,1,28806,Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,468085,4482153
7259,SS01116,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Villamalea 1 28805 Alcalá de Henares,Calle,Villamalea,1,28805,Alcalá de Henares,https://www.wikidata.org/wiki/Q46940,469834,4484098
7260,SS01118,Servicio sanitario integrado en una organización no sanitaria,,,,,,,dermatology,https://www.wikidata.org/wiki/Q171171,,,,,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de la Cuesta de la Virgen 1 28931 Móstoles,Calle,de la Cuesta de la Virgen,1,28931,Móstoles,https://www.wikidata.org/wiki/Q187826,426643,4463933
7261,SS01119,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,,,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle del General Ricardos 177 28025 Madrid,Calle,del General Ricardos,177,28025,Madrid,https://www.wikidata.org/wiki/Q2807,437506,4470750
7262,SS01120,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,psicologiaclinica,https://www.wikidata.org/wiki/Q9418,,,,,,,,,Avda de Daroca 60 28017 Madrid,Avda,de Daroca,60,28017,Madrid,https://www.wikidata.org/wiki/Q2807,444644,4475598
7263,SS01121,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle del Raso de la Estrella 2 28300 Aranjuez,Calle,del Raso de la Estrella,2,28300,Aranjuez,https://www.wikidata.org/wiki/Q486792,447050,4431650
7264,SS01122,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de Esteban Terradas 15 28914 Leganés,Calle,de Esteban Terradas,15,28914,Leganés,https://www.wikidata.org/wiki/Q77433,436215,4464286
7265,SS01125,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,,,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,,,,,,,,,,,,,,,,,,,,,,,,,Calle de la Cañada Real de la Mesta 3 28320 Pinto,Calle,de la Cañada Real de la Mesta,3,28320,Pinto,https://www.wikidata.org/wiki/Q909718,440946,4455356
7266,SS01127,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Retama 12 28979 Serranillos del Valle,Calle,Retama,12,28979,Serranillos del Valle,https://www.wikidata.org/wiki/Q1772168,425971,4451484
7267,SS01128,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Benigno Soto 12 28002 Madrid,Calle,de Benigno Soto,12,28002,Madrid,https://www.wikidata.org/wiki/Q2807,442806,4477695
7268,SS01129,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Paseo del Prado 44 28343 Valdemoro,Paseo,del Prado,44,28343,Valdemoro,https://www.wikidata.org/wiki/Q840373,443942,4449264
7270,SS01132,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle Joaquín Turina 2 28320 Pinto,Calle,Joaquín Turina,2,28320,Pinto,https://www.wikidata.org/wiki/Q909718,440585,4456484
7271,SS01134,Servicio sanitario integrado en una organización no sanitaria,,,,,,,,,,,nursing,https://www.wikidata.org/wiki/Q121176,,,physiotherapy,https://www.wikidata.org/wiki/Q186005,Medicina General y de Familia,https://www.wikidata.org/wiki/Q96728931,,,,,,,,,,,,,,,,,,,,,,,Calle de Mérida 27 28030 Madrid,Calle,de Mérida,27,28030,Madrid,https://www.wikidata.org/wiki/Q2807,446273,4473169
